question_id,node_id,node_name,cognitive_operation,cognitive_demand,reasoning
Q_M_07_218,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_218,N_M_07_014,Limits-from-External-Problem,"Determine the integration limits by solving a separate problem (finding intersection points, domain of a composite function, solving a trigonometric equation), then compute the integral.",Build Then Solve,"The integration limits must be determined by solving an independent sub-problem (domain finding, intersection computation), which is a full problem-representation construction before the integral can be touched."
Q_M_07_219,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_220,N_M_07_006,Leibniz Rule Application,"Apply the Fundamental Theorem of Calculus or Leibniz differentiation under the integral sign to evaluate a limit involving an integral with variable limits, or to extract a function defined via integration.",Formula with Judgment,"Requires recalling FTC/Leibniz rule and identifying the correct differentiation structure, but the cognitive operation is recognizing what to differentiate and applying chain rule — a judgment call on a known formula."
Q_M_07_221,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_222,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_223,N_M_07_012,Beta/Gamma Function Mapping,"Recognize that the integral matches the Beta function B(m,n) = ∫₀¹ x^(m-1)(1-x)^(n-1) dx pattern (possibly after substitution), then use Beta function identities to evaluate.",Formula with Judgment,"Requires recognizing the Beta function pattern and executing the correct substitution to map to standard form — the formula is known, but identifying the mapping requires judgment."
Q_M_07_223,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_224,N_M_07_011,Integral as Geometric/Analytic Object,"Interpret the integral as defining a function (area, curve parameter, extremum) and analyze its properties (monotonicity, local extrema, continuity, differentiability) rather than computing a numerical value.",Build Then Solve,"The student must construct the derivative of the integral-defined function, analyze sign changes, and determine extrema or range — building an analytic portrait before answering."
Q_M_07_225,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_226,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_227,N_M_07_006,Leibniz Rule Application,"Apply the Fundamental Theorem of Calculus or Leibniz differentiation under the integral sign to evaluate a limit involving an integral with variable limits, or to extract a function defined via integration.",Formula with Judgment,"Requires recalling FTC/Leibniz rule and identifying the correct differentiation structure, but the cognitive operation is recognizing what to differentiate and applying chain rule — a judgment call on a known formula."
Q_M_07_227,N_M_07_009,Function-Before-Integration,"Determine the explicit form of f(x) from given constraints (functional equations, composition rules, derivative conditions) before the integral can even be set up.",Build and Work Backwards,"The student must solve a functional equation or system of constraints to find f(x), then integrate — requiring construction of the function (building) from implicit constraints (working backwards)."
Q_M_07_228,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_229,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_230,N_M_07_007,Reduction Formula / Recurrence Construction,"Establish a recurrence relation between Iₙ and Iₙ₋₁ (or similar indexed integrals) via integration by parts or algebraic manipulation, then solve the recurrence or use the relation to find a specific value.",Build Then Solve,"The student must construct the recurrence relation (not given) via integration by parts or algebraic manipulation, then solve the recurrence — the relation itself must be built."
Q_M_07_231,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_231,N_M_07_007,Reduction Formula / Recurrence Construction,"Establish a recurrence relation between Iₙ and Iₙ₋₁ (or similar indexed integrals) via integration by parts or algebraic manipulation, then solve the recurrence or use the relation to find a specific value.",Build Then Solve,"The student must construct the recurrence relation (not given) via integration by parts or algebraic manipulation, then solve the recurrence — the relation itself must be built."
Q_M_07_232,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_233,N_M_07_007,Reduction Formula / Recurrence Construction,"Establish a recurrence relation between Iₙ and Iₙ₋₁ (or similar indexed integrals) via integration by parts or algebraic manipulation, then solve the recurrence or use the relation to find a specific value.",Build Then Solve,"The student must construct the recurrence relation (not given) via integration by parts or algebraic manipulation, then solve the recurrence — the relation itself must be built."
Q_M_07_234,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_235,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_236,N_M_07_001,Composite Iteration Integration,Evaluate an integral involving iterated function composition f(f(f(...(x)...))) by finding a closed-form pattern for the n-th iterate before integrating.,Reverse Engineer,The student must find a closed-form pattern for the n-th iterate of a function composition — a process never taught as a single technique — then integrate the result. This requires synthesizing composition analysis with integration.
Q_M_07_237,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_238,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_239,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_240,N_M_07_006,Leibniz Rule Application,"Apply the Fundamental Theorem of Calculus or Leibniz differentiation under the integral sign to evaluate a limit involving an integral with variable limits, or to extract a function defined via integration.",Formula with Judgment,"Requires recalling FTC/Leibniz rule and identifying the correct differentiation structure, but the cognitive operation is recognizing what to differentiate and applying chain rule — a judgment call on a known formula."
Q_M_07_241,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_242,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_243,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_244,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_245,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_246,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_247,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_248,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_249,N_M_07_012,Beta/Gamma Function Mapping,"Recognize that the integral matches the Beta function B(m,n) = ∫₀¹ x^(m-1)(1-x)^(n-1) dx pattern (possibly after substitution), then use Beta function identities to evaluate.",Formula with Judgment,"Requires recognizing the Beta function pattern and executing the correct substitution to map to standard form — the formula is known, but identifying the mapping requires judgment."
Q_M_07_249,N_M_07_007,Reduction Formula / Recurrence Construction,"Establish a recurrence relation between Iₙ and Iₙ₋₁ (or similar indexed integrals) via integration by parts or algebraic manipulation, then solve the recurrence or use the relation to find a specific value.",Build Then Solve,"The student must construct the recurrence relation (not given) via integration by parts or algebraic manipulation, then solve the recurrence — the relation itself must be built."
Q_M_07_250,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_251,N_M_07_011,Integral as Geometric/Analytic Object,"Interpret the integral as defining a function (area, curve parameter, extremum) and analyze its properties (monotonicity, local extrema, continuity, differentiability) rather than computing a numerical value.",Build Then Solve,"The student must construct the derivative of the integral-defined function, analyze sign changes, and determine extrema or range — building an analytic portrait before answering."
Q_M_07_252,N_M_07_008,Limit-as-Sum Recognition,"Identify a Riemann sum disguised as a limit of a series expression, convert it to the corresponding definite integral, then evaluate.",Formula with Judgment to Build Then Solve,"Standard Riemann sums are Formula with Judgment (recognize the pattern, identify f and interval). Non-standard sums with products or shifted forms require building the representation from scratch (Build Then Solve)."
Q_M_07_253,N_M_07_006,Leibniz Rule Application,"Apply the Fundamental Theorem of Calculus or Leibniz differentiation under the integral sign to evaluate a limit involving an integral with variable limits, or to extract a function defined via integration.",Formula with Judgment,"Requires recalling FTC/Leibniz rule and identifying the correct differentiation structure, but the cognitive operation is recognizing what to differentiate and applying chain rule — a judgment call on a known formula."
Q_M_07_254,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_255,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_256,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_257,N_M_07_003,Partial Fraction Decomposition and Rational Integration,"Decompose a rational integrand into partial fractions, then integrate each piece — where the difficulty lies in factoring the denominator or managing high-degree polynomials.",Direct Application to Formula with Judgment,Standard partial fractions with easily factored denominators are Direct Application. Complex denominators requiring non-trivial factoring or substitution first elevate this to Formula with Judgment.
Q_M_07_257,N_M_07_014,Limits-from-External-Problem,"Determine the integration limits by solving a separate problem (finding intersection points, domain of a composite function, solving a trigonometric equation), then compute the integral.",Build Then Solve,"The integration limits must be determined by solving an independent sub-problem (domain finding, intersection computation), which is a full problem-representation construction before the integral can be touched."
Q_M_07_258,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_259,N_M_07_014,Limits-from-External-Problem,"Determine the integration limits by solving a separate problem (finding intersection points, domain of a composite function, solving a trigonometric equation), then compute the integral.",Build Then Solve,"The integration limits must be determined by solving an independent sub-problem (domain finding, intersection computation), which is a full problem-representation construction before the integral can be touched."
Q_M_07_259,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_260,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_261,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_262,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_263,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_263,N_M_07_014,Limits-from-External-Problem,"Determine the integration limits by solving a separate problem (finding intersection points, domain of a composite function, solving a trigonometric equation), then compute the integral.",Build Then Solve,"The integration limits must be determined by solving an independent sub-problem (domain finding, intersection computation), which is a full problem-representation construction before the integral can be touched."
Q_M_07_264,N_M_07_006,Leibniz Rule Application,"Apply the Fundamental Theorem of Calculus or Leibniz differentiation under the integral sign to evaluate a limit involving an integral with variable limits, or to extract a function defined via integration.",Formula with Judgment,"Requires recalling FTC/Leibniz rule and identifying the correct differentiation structure, but the cognitive operation is recognizing what to differentiate and applying chain rule — a judgment call on a known formula."
Q_M_07_264,N_M_07_002,Integral Equation Inversion,"Given an equation relating f(x) to an integral involving f (e.g., ∫₀ˣ f(t) dt = expression in x and f), differentiate both sides or manipulate algebraically to extract the explicit form of f, then evaluate a downstream quantity.",Build and Work Backwards,"The student must set up the differentiation of both sides, identify the resulting ODE or algebraic equation, solve for f(x), and then evaluate a downstream quantity — combining framework construction with reverse extraction."
Q_M_07_265,N_M_07_009,Function-Before-Integration,"Determine the explicit form of f(x) from given constraints (functional equations, composition rules, derivative conditions) before the integral can even be set up.",Build and Work Backwards,"The student must solve a functional equation or system of constraints to find f(x), then integrate — requiring construction of the function (building) from implicit constraints (working backwards)."
Q_M_07_266,N_M_07_009,Function-Before-Integration,"Determine the explicit form of f(x) from given constraints (functional equations, composition rules, derivative conditions) before the integral can even be set up.",Build and Work Backwards,"The student must solve a functional equation or system of constraints to find f(x), then integrate — requiring construction of the function (building) from implicit constraints (working backwards)."
Q_M_07_266,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_267,N_M_07_007,Reduction Formula / Recurrence Construction,"Establish a recurrence relation between Iₙ and Iₙ₋₁ (or similar indexed integrals) via integration by parts or algebraic manipulation, then solve the recurrence or use the relation to find a specific value.",Build Then Solve,"The student must construct the recurrence relation (not given) via integration by parts or algebraic manipulation, then solve the recurrence — the relation itself must be built."
Q_M_07_268,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_269,N_M_07_010,Periodicity Compression,Exploit the periodic nature of the integrand to compress a large-interval integral into a multiple of one period's integral.,Formula with Judgment,"Requires recognizing periodicity and applying the compression formula, but the judgment is in identifying the period and verifying the function is truly periodic over the relevant interval."
Q_M_07_270,N_M_07_008,Limit-as-Sum Recognition,"Identify a Riemann sum disguised as a limit of a series expression, convert it to the corresponding definite integral, then evaluate.",Formula with Judgment to Build Then Solve,"Standard Riemann sums are Formula with Judgment (recognize the pattern, identify f and interval). Non-standard sums with products or shifted forms require building the representation from scratch (Build Then Solve)."
Q_M_07_270,N_M_07_005,Symmetry Exploit,"Recognize that the integrand or limits possess a symmetry (even/odd function, King's rule f(a+b-x), or periodic structure) that allows the integral to be simplified or evaluated without direct antidifferentiation.",Formula with Judgment,"The student must recall symmetry properties (King's rule, even/odd), but the judgment lies in recognizing which symmetry applies and verifying the integrand satisfies it — it is not direct plug-in."
Q_M_07_271,N_M_07_011,Integral as Geometric/Analytic Object,"Interpret the integral as defining a function (area, curve parameter, extremum) and analyze its properties (monotonicity, local extrema, continuity, differentiability) rather than computing a numerical value.",Build Then Solve,"The student must construct the derivative of the integral-defined function, analyze sign changes, and determine extrema or range — building an analytic portrait before answering."
Q_M_07_272,N_M_07_012,Beta/Gamma Function Mapping,"Recognize that the integral matches the Beta function B(m,n) = ∫₀¹ x^(m-1)(1-x)^(n-1) dx pattern (possibly after substitution), then use Beta function identities to evaluate.",Formula with Judgment,"Requires recognizing the Beta function pattern and executing the correct substitution to map to standard form — the formula is known, but identifying the mapping requires judgment."
Q_M_07_272,N_M_07_015,Substitution-Driven Simplification,"Choose a non-obvious substitution (trigonometric, algebraic, or exponential) that collapses a complex integrand into a tractable form, where the key difficulty lies in identifying which substitution works.",Formula with Judgment to Build Then Solve,Simple substitutions (t = tan(x/2)) are Formula with Judgment. Non-obvious substitutions where the student must first simplify inverse-trig compositions or recognize hidden structure are Build Then Solve.
Q_M_07_273,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_274,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_275,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_276,N_M_07_011,Integral as Geometric/Analytic Object,"Interpret the integral as defining a function (area, curve parameter, extremum) and analyze its properties (monotonicity, local extrema, continuity, differentiability) rather than computing a numerical value.",Build Then Solve,"The student must construct the derivative of the integral-defined function, analyze sign changes, and determine extrema or range — building an analytic portrait before answering."
Q_M_07_277,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_07_278,N_M_07_004,Piecewise Dissection,"Decompose the integration interval into subintervals dictated by absolute values, greatest integer functions, min/max definitions, or piecewise function definitions, then evaluate each piece separately and sum.",Build Then Solve,"The student must first construct the piecewise structure by finding all breakpoints (zeros of arguments inside | |, integer transition points for [·]), which is a non-trivial problem representation step before any computation."
Q_M_14_101,N_M_15_014,Continuity Enforcement at a Junction,"Compute one-sided limits of a piecewise-defined function at a boundary point, set them equal to each other and to the function value, then solve the resulting system for unknown parameters.",Formula with Judgment,"The student applies the standard procedure (compute left limit, right limit, equate to function value) but must judge which limit technique to use for each piece — typically straightforward once the recipe is recalled."
Q_M_14_102,N_M_15_014,Continuity Enforcement at a Junction,"Compute one-sided limits of a piecewise-defined function at a boundary point, set them equal to each other and to the function value, then solve the resulting system for unknown parameters.",Formula with Judgment,"The student applies the standard procedure (compute left limit, right limit, equate to function value) but must judge which limit technique to use for each piece — typically straightforward once the recipe is recalled."
Q_M_14_103,N_M_15_001,Indeterminate Form Resolution via Expansion,"Recognize a 0/0 or ∞/∞ indeterminate form, then select and execute the correct expansion strategy (Taylor series, L'Hôpital, standard limits, algebraic manipulation) to cancel the indeterminacy and extract a finite value.",Formula with Judgment to Build Then Solve,Simple cases (sinx/x type) are Formula with Judgment — the student recalls standard limits but must judge which to apply and to what order. Complex cases requiring 4th/5th order Taylor expansion become Build Then Solve as the student must construct the expansion representation before any evaluation.
Q_M_14_104,N_M_15_009,Differentiability Enforcement at a Junction,"Enforce both continuity and matching of left and right derivatives at a piecewise boundary, solve the resulting system for unknown parameters, often requiring computation of derivative expressions that differ structurally on each side.",Formula with Judgment,"The procedure is standard (match values, match derivatives) but the student must compute derivatives of each piece and handle potentially complex expressions — judgment is needed but the framework is well-defined."
Q_M_14_105,N_M_15_001,Indeterminate Form Resolution via Expansion,"Recognize a 0/0 or ∞/∞ indeterminate form, then select and execute the correct expansion strategy (Taylor series, L'Hôpital, standard limits, algebraic manipulation) to cancel the indeterminacy and extract a finite value.",Formula with Judgment to Build Then Solve,Simple cases (sinx/x type) are Formula with Judgment — the student recalls standard limits but must judge which to apply and to what order. Complex cases requiring 4th/5th order Taylor expansion become Build Then Solve as the student must construct the expansion representation before any evaluation.
Q_M_14_106,N_M_15_004,Squeeze/Asymptotic Equivalence at Infinity,"Evaluate a limit as x or n→∞ by identifying dominant terms, factoring them out, and using asymptotic equivalence or Stolz-Cesàro type reasoning to reduce to a computable ratio.",Formula with Judgment,"Dominant-term extraction is a standard technique, but the student must judge which terms dominate and how to factor correctly — especially in expressions with cube roots, nested radicals, or competing polynomial/exponential growth."
Q_M_14_107,N_M_15_011,Greatest Integer / Fractional Part Discontinuity Analysis,"Trace the behavior of [x], {x}, or compositions involving the floor function near integer transition points, determine where jumps occur, and classify each as a discontinuity or non-differentiability.",Build Then Solve,"No formula exists; the student must construct a systematic analysis of where f(x) crosses integers, trace floor-function jumps, and enumerate all discontinuity points from scratch."
Q_M_14_108,N_M_15_016,Limit as Implicit ODE / Functional Equation,"Recognize that a limit involving t→x with f(t) and f(x) is defining a differential equation (typically via the definition of the derivative), solve the ODE, apply initial conditions, then evaluate the requested quantity.",Build and Work Backwards,"The student must recognize the limit as defining a derivative, extract the ODE, solve it (often a linear first-order ODE), apply initial conditions, then evaluate the requested quantity — combining framework recognition, ODE solution, and backward construction."
