question_id,error_id,error_name,error_type,description
Q_M_03_034,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_034,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_035,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_035,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_036,ERR_M_03_002,Tangent point confusion,Procedural error,"When computing area between a curve and its tangent, the student uses the tangent equation incorrectly — either miscalculating the slope, using the wrong point, or failing to find where the tangent re-intersects the curve."
Q_M_03_037,ERR_M_03_006,Forgetting to subtract sub-regions,Setup error,"In problems asking for area 'inside A and outside B' or with constraints like y ≤ 7 that clip a region, the student computes the full area without removing the excluded portion."
Q_M_03_037,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_038,ERR_M_03_006,Forgetting to subtract sub-regions,Setup error,"In problems asking for area 'inside A and outside B' or with constraints like y ≤ 7 that clip a region, the student computes the full area without removing the excluded portion."
Q_M_03_038,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_039,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_040,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_040,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_041,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_042,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_042,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_043,ERR_M_03_006,Forgetting to subtract sub-regions,Setup error,"In problems asking for area 'inside A and outside B' or with constraints like y ≤ 7 that clip a region, the student computes the full area without removing the excluded portion."
Q_M_03_043,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_044,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_045,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_045,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_046,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_047,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_047,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_048,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_048,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_049,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_049,ERR_M_03_003,Symmetry misapplication,Conceptual error,"The student assumes symmetry that does not exist (e.g., treating a shifted parabola as symmetric about the y-axis) or fails to exploit existing symmetry, either doubling an incorrect half-area or computing a full integral unnecessarily and making arithmetic errors."
Q_M_03_050,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_050,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_051,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_051,ERR_M_03_003,Symmetry misapplication,Conceptual error,"The student assumes symmetry that does not exist (e.g., treating a shifted parabola as symmetric about the y-axis) or fails to exploit existing symmetry, either doubling an incorrect half-area or computing a full integral unnecessarily and making arithmetic errors."
Q_M_03_052,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_053,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_053,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_054,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_055,ERR_M_03_006,Forgetting to subtract sub-regions,Setup error,"In problems asking for area 'inside A and outside B' or with constraints like y ≤ 7 that clip a region, the student computes the full area without removing the excluded portion."
Q_M_03_056,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_057,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_057,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_058,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_058,ERR_M_03_003,Symmetry misapplication,Conceptual error,"The student assumes symmetry that does not exist (e.g., treating a shifted parabola as symmetric about the y-axis) or fails to exploit existing symmetry, either doubling an incorrect half-area or computing a full integral unnecessarily and making arithmetic errors."
Q_M_03_059,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_059,ERR_M_03_003,Symmetry misapplication,Conceptual error,"The student assumes symmetry that does not exist (e.g., treating a shifted parabola as symmetric about the y-axis) or fails to exploit existing symmetry, either doubling an incorrect half-area or computing a full integral unnecessarily and making arithmetic errors."
Q_M_03_060,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_061,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_062,ERR_M_03_002,Tangent point confusion,Procedural error,"When computing area between a curve and its tangent, the student uses the tangent equation incorrectly — either miscalculating the slope, using the wrong point, or failing to find where the tangent re-intersects the curve."
Q_M_03_062,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_063,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_063,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_064,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_065,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_066,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_067,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_067,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_068,ERR_M_03_011,Missing intersection point,Setup error,"The student fails to find all intersection points of the bounding curves, resulting in incorrect integration limits and either over- or under-counting the region."
Q_M_03_069,ERR_M_03_006,Forgetting to subtract sub-regions,Setup error,"In problems asking for area 'inside A and outside B' or with constraints like y ≤ 7 that clip a region, the student computes the full area without removing the excluded portion."
Q_M_03_070,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_071,ERR_M_03_004,Absolute value case omission,Conceptual error,"The student fails to split an absolute value expression into all necessary cases, typically handling only the positive branch and ignoring the negative branch, thereby computing area over an incomplete domain."
Q_M_03_071,ERR_M_03_003,Symmetry misapplication,Conceptual error,"The student assumes symmetry that does not exist (e.g., treating a shifted parabola as symmetric about the y-axis) or fails to exploit existing symmetry, either doubling an incorrect half-area or computing a full integral unnecessarily and making arithmetic errors."
Q_M_03_072,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_072,ERR_M_03_010,Wrong upper/lower function assignment,Setup error,"The student swaps which curve is the upper bound and which is the lower bound in a sub-interval, especially when curves cross multiple times, leading to negative area contributions or incorrect subtraction order."
Q_M_03_073,ERR_M_03_001,Piecewise max/min domain error,Procedural error,"The student incorrectly determines the crossover point where max{f, g} switches from f to g, leading to integration with the wrong function over part of the domain."
Q_M_03_074,ERR_M_03_005,Axis-of-integration rigidity,Procedural error,"The student insists on integrating with respect to x when the curves are naturally expressed as x = f(y), leading to unnecessarily complex integrals or errors from inverting multi-valued functions."
Q_M_03_075,ERR_M_03_009,Implicit curve region misidentification,Conceptual error,"For curves like x^(2/3) + y^(2/3) ≤ 1 or |x|² + |y|³ = 1, the student misidentifies the shape of the enclosed region, treating it as an ellipse or circle when it is an astroid or superellipse."
Q_M_14_151,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_152,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_152,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_153,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_153,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_154,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_154,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_155,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_156,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_156,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_157,ERR_M_15_003,Confusing Continuity with Differentiability at Min/Max Kinks,Conceptual error,"At points where max{f,g} or min{f,g} switches from one function to the other, the student recognizes continuity but fails to check whether the derivatives from each piece match, incorrectly classifying the kink as differentiable."
Q_M_14_157,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_158,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_158,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_159,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_160,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_161,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_162,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_162,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_163,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_164,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_164,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_165,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_166,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_167,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_167,ERR_M_15_006,Dropping Higher-Order Denominator Terms Prematurely,Procedural error,"In expressions like x·sin²x or x·tan²x in the denominator, the student replaces sin²x with x² immediately but forgets that the remaining cos or higher-order correction terms in the numerator still matter at the required order of cancellation."
Q_M_14_168,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_168,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_169,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_170,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_171,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_172,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_172,ERR_M_15_006,Dropping Higher-Order Denominator Terms Prematurely,Procedural error,"In expressions like x·sin²x or x·tan²x in the denominator, the student replaces sin²x with x² immediately but forgets that the remaining cos or higher-order correction terms in the numerator still matter at the required order of cancellation."
Q_M_14_173,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_173,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_174,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_175,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_176,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_177,ERR_M_15_004,Composition Domain Tracking Failure,Setup error,"When analyzing f∘g, the student evaluates g at a point but then applies the wrong piece of f because they fail to check which piece of f corresponds to the output value of g."
Q_M_14_177,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_178,ERR_M_15_006,Dropping Higher-Order Denominator Terms Prematurely,Procedural error,"In expressions like x·sin²x or x·tan²x in the denominator, the student replaces sin²x with x² immediately but forgets that the remaining cos or higher-order correction terms in the numerator still matter at the required order of cancellation."
Q_M_14_179,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_180,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_181,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_182,ERR_M_15_003,Confusing Continuity with Differentiability at Min/Max Kinks,Conceptual error,"At points where max{f,g} or min{f,g} switches from one function to the other, the student recognizes continuity but fails to check whether the derivatives from each piece match, incorrectly classifying the kink as differentiable."
Q_M_14_183,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_183,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_184,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_185,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_186,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_186,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_187,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_188,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_188,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_189,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_189,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_190,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_191,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_192,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_193,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_194,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_195,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_196,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_196,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_197,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_198,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_199,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_199,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_200,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_200,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
