question_id,topic,concept_name
Q_M_14_014,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_014,Limits Continuity And Differentiability,Riemann sum interpretation of limits of sums
Q_M_14_015,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_015,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_015,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_015,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_015,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_015,Limits Continuity And Differentiability,L'Hôpital's rule for 0/0 and ∞/∞ forms
Q_M_14_015,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_016,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_016,Limits Continuity And Differentiability,Rationalization using conjugates for radical expressions
Q_M_14_016,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_016,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_016,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_017,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_017,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_017,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_017,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_017,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_017,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_017,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_018,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_018,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_018,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_018,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_018,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_018,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_018,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_018,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_018,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_019,Limits Continuity And Differentiability,Points of non-differentiability of |f(x)| at zeros of f(x)
Q_M_14_019,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_019,Limits Continuity And Differentiability,Differentiability of |f(x)| at zeros of f(x)
Q_M_14_020,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_021,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_021,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_021,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_022,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_022,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_022,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_022,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_022,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_022,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_022,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_022,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_022,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_023,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_023,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_023,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_023,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_023,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_024,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_024,Limits Continuity And Differentiability,1^∞ form: lim [f(x)]^g(x) via e^{g(x)(f(x)−1)}
Q_M_14_024,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_025,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_025,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_025,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_025,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_025,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_025,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_026,Limits Continuity And Differentiability,1^∞ form: lim [f(x)]^g(x) via e^{g(x)(f(x)−1)}
Q_M_14_026,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_026,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_027,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_028,Limits Continuity And Differentiability,Standard limit — (1+x)^(1/x)
Q_M_14_028,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_028,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_028,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_028,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_028,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_028,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_029,Limits Continuity And Differentiability,Standard limit — (a^x−1)/x
Q_M_14_029,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_029,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_029,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_029,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_029,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_029,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_030,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_030,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_031,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_031,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_031,Limits Continuity And Differentiability,Compositions [g(x)] and counting discontinuities
Q_M_14_031,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_032,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_032,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_032,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_032,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_032,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_032,Limits Continuity And Differentiability,Removable discontinuity identification and value assignment
Q_M_14_032,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_033,Limits Continuity And Differentiability,Standard limit — (a^x−1)/x
Q_M_14_033,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_033,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_033,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_033,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_033,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_034,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_034,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_034,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_034,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_034,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_034,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_035,Limits Continuity And Differentiability,Points of non-differentiability of |f(x)| at zeros of f(x)
Q_M_14_035,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_035,Limits Continuity And Differentiability,Differentiability of |f(x)| at zeros of f(x)
Q_M_14_036,Limits Continuity And Differentiability,Fractional part function {x} = x − [x] properties
Q_M_14_036,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_036,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_037,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_037,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_037,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_037,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_037,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_037,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_037,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_037,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_037,Limits Continuity And Differentiability,Twice-differentiability enforcement at junction points
Q_M_14_037,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_038,Limits Continuity And Differentiability,Points of non-differentiability of |f(x)| at zeros of f(x)
Q_M_14_038,Limits Continuity And Differentiability,Differentiability of |f(x)| at zeros of f(x)
Q_M_14_038,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_039,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_039,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_039,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_039,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_039,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_039,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_039,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_039,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_039,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_040,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_040,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_040,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_040,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_040,Limits Continuity And Differentiability,Recognizing limit as derivative definition
Q_M_14_041,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_041,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_041,Limits Continuity And Differentiability,"max{f(x), g(x)} and min{f(x), g(x)} — switching point analysis"
Q_M_14_041,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_041,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_042,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_042,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_042,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_042,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_042,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_042,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_042,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_042,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_042,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_043,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_043,Limits Continuity And Differentiability,Fractional part function {x} = x − [x] properties
Q_M_14_043,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_043,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_043,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_044,Limits Continuity And Differentiability,Rationalization using conjugates for radical expressions
Q_M_14_044,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_044,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_044,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_044,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_044,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_044,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_044,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_044,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_045,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_045,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_045,Limits Continuity And Differentiability,"max{f(x), g(x)} and min{f(x), g(x)} — switching point analysis"
Q_M_14_045,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_045,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_045,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_046,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_046,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_046,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_046,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_046,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_046,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_046,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_046,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_046,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_047,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_047,Limits Continuity And Differentiability,Continuity of composite piecewise functions
Q_M_14_047,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_048,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_048,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_048,Limits Continuity And Differentiability,Nested absolute values: ||x| − a|
Q_M_14_048,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_049,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_049,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_049,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_049,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_049,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_049,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_049,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_049,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_049,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_050,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_050,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_050,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_050,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_050,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_050,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_050,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_050,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_050,Limits Continuity And Differentiability,Double/triple angle identities to simplify expressions before taking limits
Q_M_14_051,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_051,Limits Continuity And Differentiability,Asymptotic expansion of √(n² + ...) type expressions
Q_M_14_052,Limits Continuity And Differentiability,Asymptotic expansion of √(n² + ...) type expressions
Q_M_14_052,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_052,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_053,Limits Continuity And Differentiability,Compositions [g(x)] and counting discontinuities
Q_M_14_053,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_053,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_053,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_054,Limits Continuity And Differentiability,Cauchy functional equation f(x+y) = f(x) + f(y) and variants
Q_M_14_054,Limits Continuity And Differentiability,Standard limit — (a^x−1)/x
Q_M_14_055,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_055,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_055,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_055,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_055,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_055,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_055,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_055,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_056,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_056,Limits Continuity And Differentiability,1^∞ form: lim [f(x)]^g(x) via e^{g(x)(f(x)−1)}
Q_M_14_056,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_056,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_056,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_056,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_056,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_057,Limits Continuity And Differentiability,Asymptotic expansion of √(n² + ...) type expressions
Q_M_14_057,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_057,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_058,Limits Continuity And Differentiability,Limits involving [x] near integer points
Q_M_14_058,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_058,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_059,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_059,Limits Continuity And Differentiability,0⁰ and ∞⁰ indeterminate forms
Q_M_14_059,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_059,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_059,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_060,Limits Continuity And Differentiability,Differentiability of x^n·sin(1/x) or x^n·cos(1/x) at origin
Q_M_14_060,Limits Continuity And Differentiability,Sandwich theorem
Q_M_14_061,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_061,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_061,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_061,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_061,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_062,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_062,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_062,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_062,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_062,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_062,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_062,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
