question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_07_263,Definite Integration,Mathematics,2021,27th July Morning,Numerical,"Let the domain of the function f(x) = log₄(log₅(log₃(18x - x² - 77))) be (a, b). Then the value of the integral ∫ₐ^b (sin³x)/(sin³x + sin³(a+b-x)) dx is equal to _____________.",True,EX_M_07_030,176,1,"[{'step': 1, 'action': 'Solve the domain inequality $\\log_5(\\log_3(18x - x^2 - 77)) > 0$ to get $x^2 - 18x + 80 < 0$', 'concept_used': 'Logarithmic inequalities'}, {'step': 2, 'action': 'Factor to find $8 < x < 10$, setting the domain as $(a, b) = (8, 10)$', 'concept_used': 'Quadratic inequalities'}, {'step': 3, 'action': 'Use the integral property $\\int_a^b f(x) dx = \\int_a^b f(a+b-x) dx$ to set up an equation for $I$', 'concept_used': 'Properties of definite integrals'}, {'step': 4, 'action': 'Add the two expressions for $I$ to get $2I = \\int_8^{10} 1 dx = 2$', 'concept_used': 'Algebraic simplification'}, {'step': 5, 'action': 'Solve for $I = 1$', 'concept_used': 'Arithmetic operations'}]","['2', '4', '0']"
Q_M_07_264,Definite Integration,Mathematics,2021,27th July Morning,Numerical,"Let F: [3,5] → ℝ be a twice differentiable function on (3, 5) such that F(x) = e^(-x) ∫₃^x (3t² + 2t + 4F'(t)) dt. If F'(4) = (α e^β - 224)/(e^β - 4)², then α + β is equal to _______________.",False,,191,16,"[{'step': 1, 'action': ""Differentiate $e^x F(x) = \\int_3^x (3t^2 + 2t + 4F'(t)) dt$ to get $(e^x - 4)F'(x) + e^x F(x) = 3x^2 + 2x$"", 'concept_used': 'Fundamental Theorem of Calculus'}, {'step': 2, 'action': 'Recognize the LHS as the derivative of $(e^x - 4)F(x)$ and integrate to find $(e^x - 4)F(x) = x^3 + x^2 + C$', 'concept_used': 'Product rule for derivatives'}, {'step': 3, 'action': 'Use $F(3) = 0$ to find $C = -36$, then substitute $x=4$ to find $F(4) = \\frac{44}{e^4 - 4}$', 'concept_used': 'Initial value problems'}, {'step': 4, 'action': ""Substitute $x=4$ and $F(4)$ into the differential equation to solve for $F'(4) = \\frac{12e^4 - 224}{(e^4 - 4)^2}$"", 'concept_used': 'Algebraic substitution'}, {'step': 5, 'action': 'Compare to $\\frac{\\alpha e^\\beta - 224}{(e^\\beta - 4)^2}$ to find $\\alpha = 12$, $\\beta = 4$, yielding $\\alpha + \\beta = 16$', 'concept_used': 'Coefficient matching'}]","['12', '18', '20']"
Q_M_07_265,Definite Integration,Mathematics,2021,18th March Evening,Numerical,"Let P(x) be a real polynomial of degree 3 which vanishes at x = -3. Let P(x) have local minima at x = 1, local maxima at x = -1 and ∫₍₋₁₎^1 P(x) dx = 18, then the sum of all the coefficients of the polynomial P(x) is equal to _________.",False,,236,8,"[{'step': 1, 'action': ""Define $P'(x) = k(x-1)(x+1) = k(x^2-1)$ based on local extrema locations"", 'concept_used': 'Derivative tests for extrema'}, {'step': 2, 'action': 'Integrate to get $P(x) = k(x^3/3 - x) + C$', 'concept_used': 'Indefinite integration'}, {'step': 3, 'action': 'Use $P(-3) = 0$ to find $C = 6k$, making $P(x) = k(x^3/3 - x + 6)$', 'concept_used': 'Polynomial evaluation'}, {'step': 4, 'action': 'Evaluate $\\int_{-1}^1 P(x) dx = 12k$ and set equal to $18$ to find $k = 3/2$', 'concept_used': 'Definite integration'}, {'step': 5, 'action': 'Calculate the sum of coefficients by evaluating $P(1) = \\frac{3}{2}(1/3 - 1 + 6) = 8$', 'concept_used': 'Sum of polynomial coefficients'}]","['6', '10', '12']"
Q_M_07_266,Definite Integration,Mathematics,2021,18th March Morning,Numerical,"Let f(x) and g(x) be two functions satisfying f(x²) + g(4-x) = 4x³ and g(4-x) + g(x) = 0, then the value of ∫₍₋₄₎^4 (f(x))² dx is __________.",False,,141,57344,"[{'step': 1, 'action': 'Use $g(x) + g(4-x) = 0$ and the given relation to show that $f(x^2)$ must match the even part of the polynomial constraints', 'concept_used': 'Functional equations'}, {'step': 2, 'action': 'Deduce that $f(x^2) = e(x)$ where $e(x) + e(4-x) = 48x^2 - 192x + 256$', 'concept_used': 'Polynomial substitution'}, {'step': 3, 'action': 'Assume $e(x) = ax^2 + b$ and solve to find $a = 24, b = -64$, meaning $f(x) = 24x - 64$', 'concept_used': 'Method of undetermined coefficients'}, {'step': 4, 'action': 'Set up the integral $\\int_{-4}^4 (24x - 64)^2 dx$', 'concept_used': 'Definite integration setup'}, {'step': 5, 'action': 'Evaluate the integral to get $57344$', 'concept_used': 'Definite integration'}]","['53248', '61440', '49152']"
Q_M_07_267,Definite Integration,Mathematics,2021,17th March Evening,Numerical,"Let I_n = ∫₁ᵉ x¹⁹(log |x|)ⁿ dx, where n ∈ ℕ. If (20)I₁₀ = αI₉ + βI₈, for natural numbers α and β, then α − β equals to __________.",True,EX_M_07_008,130,1,"[{'step': 1, 'action': 'Apply integration by parts to $I_n$ to establish the recurrence relation $20 I_n = e^{20} - n I_{n-1}$', 'concept_used': 'Integration by parts'}, {'step': 2, 'action': 'Write the relation for $n=10$: $20 I_{10} = e^{20} - 10 I_9$', 'concept_used': 'Recurrence relations'}, {'step': 3, 'action': 'Write the relation for $n=9$ to express $e^{20}$: $e^{20} = 20 I_9 + 9 I_8$', 'concept_used': 'Algebraic manipulation'}, {'step': 4, 'action': 'Substitute $e^{20}$ into the $n=10$ equation: $20 I_{10} = 10 I_9 + 9 I_8$', 'concept_used': 'Substitution method'}, {'step': 5, 'action': 'Identify $\\alpha = 10$ and $\\beta = 9$, then calculate $\\alpha - \\beta = 1$', 'concept_used': 'Arithmetic operations'}]","['2', '3', '0']"
Q_M_07_268,Definite Integration,Mathematics,2021,17th March Morning,Numerical,"If [ . ] represents the greatest integer function, then the value of |∫₀^√(π/2) ([x²] − cos x) dx| is __________.",False,,113,1 + \sin(\sqrt{\pi/2}) - \sqrt{\pi/2},"[{'step': 1, 'action': 'Determine the range of $x^2$ for $x \\in [0, \\sqrt{\\pi/2}]$ to be $[0, \\pi/2] \\approx [0, 1.57]$', 'concept_used': 'Range of functions'}, {'step': 2, 'action': 'Evaluate $\\int_0^{\\sqrt{\\pi/2}} [x^2] dx = \\int_1^{\\sqrt{\\pi/2}} 1 dx = \\sqrt{\\pi/2} - 1$', 'concept_used': 'Piecewise integration'}, {'step': 3, 'action': 'Evaluate $\\int_0^{\\sqrt{\\pi/2}} \\cos x dx = \\sin(\\sqrt{\\pi/2})$', 'concept_used': 'Standard integral formulas'}, {'step': 4, 'action': 'Combine the results to get $\\sqrt{\\pi/2} - 1 - \\sin(\\sqrt{\\pi/2})$', 'concept_used': 'Linearity of integration'}, {'step': 5, 'action': 'Take the absolute value, noting the expression is negative, to get $1 + \\sin(\\sqrt{\\pi/2}) - \\sqrt{\\pi/2}$', 'concept_used': 'Absolute value'}]","['1 - \\sin(\\sqrt{\\pi/2}) + \\sqrt{\\pi/2}', '\\sqrt{\\pi/2} - \\sin(\\sqrt{\\pi/2})', '1 + \\cos(\\sqrt{\\pi/2}) - \\sqrt{\\pi/2}']"
Q_M_07_269,Definite Integration,Mathematics,2021,16th March Morning,Numerical,"Let f : ℝ → ℝ be a continuous function such that f(x) + f(x + 1) = 2, for all x ∈ ℝ. If I₁ = ∫₀⁸ f(x) dx and I₂ = ∫₋₁³ f(x) dx, then the value of I₁ + 2I₂ is equal to __________.",False,,178,16,"[{'step': 1, 'action': 'Use $f(x) + f(x+1) = 2$ to show that $f(x)$ is periodic with period 2', 'concept_used': 'Periodic functions'}, {'step': 2, 'action': 'Determine that $\\int_0^2 f(x) dx = \\int_0^1 (f(x) + f(x+1)) dx = \\int_0^1 2 dx = 2$', 'concept_used': 'Definite integration over a period'}, {'step': 3, 'action': 'Calculate $I_1 = 4 \\times \\int_0^2 f(x) dx = 8$', 'concept_used': 'Properties of definite integrals'}, {'step': 4, 'action': 'Calculate $I_2 = 2 \\times \\int_0^2 f(x) dx = 4$', 'concept_used': 'Properties of definite integrals'}, {'step': 5, 'action': 'Compute $I_1 + 2I_2 = 8 + 8 = 16$', 'concept_used': 'Arithmetic operations'}]","['12', '14', '18']"
Q_M_07_270,Definite Integration,Mathematics,2021,16th March Morning,Numerical,"Let f : (0, 2) → ℝ be defined as f(x) = log₂(1 + tan(πx/4)). Then, lim_{n→∞} (2/n)(f(1/n) + f(2/n) + ... + f(1)) is equal to __________.",False,,136,1,"[{'step': 1, 'action': 'Recognize the limit as a Riemann sum equivalent to $2 \\int_0^1 \\log_2(1 + \\tan(\\pi x/4)) dx$', 'concept_used': 'Definite integral as limit of sum'}, {'step': 2, 'action': 'Apply the property $\\int_0^1 f(x) dx = \\int_0^1 f(1-x) dx$ to the integral $I$', 'concept_used': 'Properties of definite integrals'}, {'step': 3, 'action': 'Simplify the transformed integrand to $\\log_2(\\frac{2}{1+\\tan(\\pi x/4)}) = 1 - f(x)$', 'concept_used': 'Trigonometric identities'}, {'step': 4, 'action': 'Add the two equations to get $2I = \\int_0^1 1 dx = 1$', 'concept_used': 'Algebraic equations'}, {'step': 5, 'action': 'Conclude the desired limit $2I$ equals $1$', 'concept_used': 'Substitution'}]","['2', '0', '4']"
Q_M_07_271,Definite Integration,Mathematics,2021,16th March Morning,Numerical,"If the normal to the curve y(x) = ∫₀ˣ (2t² − 15t + 10) dt at a point (a, b) is parallel to the line x + 3y = −5, a > 1, then the value of |a + 6b| is equal to __________.",False,,170,406,"[{'step': 1, 'action': ""Determine the slope of the tangent line as $y'(a) = 3$ since the normal is parallel to $x + 3y = -5$"", 'concept_used': 'Derivatives and slopes'}, {'step': 2, 'action': ""Differentiate $y(x)$ to get $y'(x) = 2x^2 - 15x + 10$ and set $y'(a) = 3$"", 'concept_used': 'Fundamental Theorem of Calculus'}, {'step': 3, 'action': 'Solve $2a^2 - 15a + 7 = 0$ to get $a = 7$ (since $a > 1$)', 'concept_used': 'Quadratic equations'}, {'step': 4, 'action': 'Integrate to find $b = y(7) = \\left[\\frac{2}{3}t^3 - \\frac{15}{2}t^2 + 10t\\right]_0^7 = -413/6$', 'concept_used': 'Definite integration'}, {'step': 5, 'action': 'Calculate $|a + 6b| = |7 + 6(-413/6)| = 406$', 'concept_used': 'Absolute value evaluation'}]","['398', '412', '415']"
Q_M_07_272,Definite Integration,Mathematics,2021,26th February Evening,Numerical,"If I_{m,n} = ∫₀¹ x^(m−1)(1−x)^(n−1) dx, for m, n ≥ 1, and ∫₀¹ (x^(m−1) + x^(n−1))/(1+x)^(m+1) dx = αI_{m,n}, α ∈ ℝ, then α equals __________.",True,EX_M_07_036,141,1,"[{'step': 1, 'action': 'Identify that the standard property $\\int_0^\\infty \\frac{x^{m-1}}{(1+x)^{m+n}} dx = B(m,n) = I_{m,n}$ is meant here, correcting the typo $(1+x)^{m+1}$ to $(1+x)^{m+n}$', 'concept_used': 'Beta function properties'}, {'step': 2, 'action': 'Split the integral from $0$ to $\\infty$ into two integrals: $\\int_0^1$ and $\\int_1^\\infty$', 'concept_used': 'Definite integration properties'}, {'step': 3, 'action': 'Use substitution $u = 1/x$ on the interval $[1, \\infty)$ to show $\\int_1^\\infty \\frac{x^{m-1}}{(1+x)^{m+n}} dx = \\int_0^1 \\frac{u^{n-1}}{(1+u)^{m+n}} du$', 'concept_used': 'Integration by substitution'}, {'step': 4, 'action': 'Combine the two terms to yield exactly the given expression, proving it equals $1 \\times I_{m,n}$', 'concept_used': 'Algebraic substitution'}, {'step': 5, 'action': 'Conclude that $\\alpha = 1$', 'concept_used': 'Coefficient matching'}]","['2', '1/2', '0']"
Q_M_07_273,Definite Integration,Mathematics,2021,26th February Morning,Numerical,The value of the integral ∫₀^π |sin 2x| dx is __________.,False,,57,2,"[{'step': 1, 'action': 'Recognize that $|\\sin 2x|$ has a period of $\\pi/2$', 'concept_used': 'Periodicity of trigonometric functions'}, {'step': 2, 'action': 'Note that the integration interval $[0, \\pi]$ covers exactly 2 full periods', 'concept_used': 'Interval analysis'}, {'step': 3, 'action': 'Evaluate the integral over one period: $\\int_0^{\\pi/2} \\sin 2x dx = 1$', 'concept_used': 'Definite integration'}, {'step': 4, 'action': 'Multiply the single period result by 2 to get $2$', 'concept_used': 'Multiplication'}]","['1', '4', '0']"
Q_M_07_274,Definite Integration,Mathematics,2021,25th February Evening,Numerical,The value of ∫₋₂² |3x² − 3x − 6| dx is __________.,True,EX_M_07_020,50,19,"[{'step': 1, 'action': 'Factor the expression inside the absolute value as $3(x-2)(x+1)$ to find the roots $-1$ and $2$', 'concept_used': 'Polynomial factorization'}, {'step': 2, 'action': 'Determine the sign of the polynomial in the sub-intervals $[-2, -1]$ and $[-1, 2]$', 'concept_used': 'Sign chart testing'}, {'step': 3, 'action': 'Split the integral: $3 \\int_{-2}^{-1} (x^2 - x - 2) dx - 3 \\int_{-1}^2 (x^2 - x - 2) dx$', 'concept_used': 'Absolute value integration'}, {'step': 4, 'action': 'Evaluate the definite integrals to get $3 [ 11/6 - (-27/6) ]$', 'concept_used': 'Fundamental Theorem of Calculus'}, {'step': 5, 'action': 'Calculate final result: $3 \\times 38/6 = 19$', 'concept_used': 'Arithmetic operations'}]","['17', '21', '23']"
Q_M_07_275,Definite Integration,Mathematics,2021,24th February Morning,Numerical,"If ∫₋ₐᵃ (|x| + |x − 2|) dx = 22, (a > 2) and [x] denotes the greatest integer ≤ x, then ∫₋ₐᵃ (x + [x]) dx is equal to __________.",False,,129,-3,"[{'step': 1, 'action': 'Set up the piecewise definition of $|x| + |x-2|$ over $[-a, 0]$, $[0, 2]$, and $[2, a]$', 'concept_used': 'Absolute value properties'}, {'step': 2, 'action': 'Evaluate the piecewise integral to get $2a^2 + 4$', 'concept_used': 'Definite integration'}, {'step': 3, 'action': 'Set $2a^2 + 4 = 22$ and solve for $a$, giving $a = 3$ (since $a>2$)', 'concept_used': 'Quadratic equations'}, {'step': 4, 'action': 'Evaluate $\\int_{-3}^3 x dx = 0$ due to the odd function property', 'concept_used': 'Symmetry in integration'}, {'step': 5, 'action': 'Evaluate $\\int_{-3}^3 [x] dx = -3 - 2 - 1 + 0 + 1 + 2 = -3$ and sum to get $-3$', 'concept_used': 'Integration of step functions'}]","['-1', '0', '-5']"
Q_M_07_276,Definite Integration,Mathematics,2020,4th September Evening,Numerical,"Let {x} and [x] denote the fractional part of x and the greatest integer ≤ x respectively of a real number x. If ∫₀ⁿ {x} dx, ∫₀ⁿ [x] dx, and 10(n² − n), (n ∈ ℕ, n > 1) are three consecutive terms of a G.P., then n is equal to __________.",False,,237,21,"[{'step': 1, 'action': 'Evaluate $\\int_0^n \\{x\\} dx = n/2$ by summing integrals over each unit interval', 'concept_used': 'Properties of fractional part function'}, {'step': 2, 'action': 'Evaluate $\\int_0^n [x] dx = \\int_0^n (x - \\{x\\}) dx = n(n-1)/2$', 'concept_used': 'Relation between floor and fractional part'}, {'step': 3, 'action': 'Set up the G.P. condition: $(n(n-1)/2)^2 = (n/2) \\times 10(n^2 - n)$', 'concept_used': 'Geometric Progression properties'}, {'step': 4, 'action': 'Divide by $n^2(n-1)$ (valid since $n>1$) to get $(n-1)/4 = 5$', 'concept_used': 'Algebraic simplification'}, {'step': 5, 'action': 'Solve for $n = 21$', 'concept_used': 'Linear equations'}]","['19', '20', '22']"
Q_M_07_277,Definite Integration,Mathematics,2020,2nd September Evening,Numerical,Let [t] denote the greatest integer less than or equal to t. Then the value of ∫₁² |2x − [3x]| dx is __________.,False,,112,1,"[{'step': 1, 'action': 'Use the substitution $u = 3x$ to change the integral to $\\frac{1}{9} \\int_3^6 |2u - 3[u]| du$', 'concept_used': 'Integration by substitution'}, {'step': 2, 'action': 'Split the integral into unit intervals: $(3,4)$, $(4,5)$, $(5,6)$, substituting the constant value of $[u]$ in each', 'concept_used': 'Piecewise integration'}, {'step': 3, 'action': 'Determine the sign of $2u - 3[u]$ in each interval and apply the absolute value (all are negative)', 'concept_used': 'Absolute value evaluation'}, {'step': 4, 'action': 'Evaluate the polynomials: $\\int_3^4(9-2u)du = 2$, $\\int_4^5(12-2u)du = 3$, $\\int_5^6(15-2u)du = 4$', 'concept_used': 'Definite integration'}, {'step': 5, 'action': 'Sum the results and multiply by $1/9$ to get $1$', 'concept_used': 'Arithmetic operations'}]","['2', '3', '0']"
Q_M_07_278,Definite Integration,Mathematics,2020,2nd September Morning,Numerical,The integral ∫₀² ||x − 1| − x| dx is equal to __________.,False,,57,3/2,"[{'step': 1, 'action': 'Simplify the expression inside the integral for $x \\in [0, 1]$ to $|1-2x|$', 'concept_used': 'Absolute value properties'}, {'step': 2, 'action': 'Evaluate $\\int_0^1 |1-2x| dx = 1/2$ by calculating the area of two triangles', 'concept_used': 'Geometric interpretation of integrals'}, {'step': 3, 'action': 'Simplify the expression for $x \\in [1, 2]$ to $|-1| = 1$', 'concept_used': 'Absolute value properties'}, {'step': 4, 'action': 'Evaluate $\\int_1^2 1 dx = 1$', 'concept_used': 'Definite integration'}, {'step': 5, 'action': 'Add the two results to get $3/2$', 'concept_used': 'Addition'}]","['1', '2', '5/2']"
Q_M_00_001,Differential Equations,Mathematics,2026,28th January Morning,MCQ,"Let y = y(x) be the solution of the differential equation x dy/dx − sin 2y = x³(2 − x³)cos² y, x ≠ 0. If y(2) = 0, then tan(y(1)) is equal to",False,,141,7/4,"[{'step': 1, 'action': 'Divide the equation by x cos² y to rewrite it in terms of tan y and sec² y.', 'concept_used': 'Algebraic manipulation'}, {'step': 2, 'action': 'Substitute t = tan y and dt/dx = sec² y dy/dx to form a linear differential equation in t.', 'concept_used': 'Substitution method'}, {'step': 3, 'action': 'Find the integrating factor 1/x² and solve the linear ODE to get tan y = 2x³ - x⁶/4 + Cx².', 'concept_used': 'Linear differential equation'}, {'step': 4, 'action': 'Use the initial condition y(2) = 0 to find C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Substitute x = 1 into the particular solution to find tan(y(1)) = 7/4.', 'concept_used': 'Evaluation'}]","['3/4', '5/4', '9/4']"
Q_M_00_002,Differential Equations,Mathematics,2026,23rd January Morning,MCQ,"Let y = y(x) be the solution of the differential equation x⁴ dy + (4x³y + 2sin x)dx = 0, x > 0, y(π/2) = 0. Then π/4 · y(π/3) is equal to",False,,137,81/(4\pi^3),"[{'step': 1, 'action': 'Rewrite the differential equation as d(x⁴y) = -2sin x dx.', 'concept_used': 'Exact differential equation'}, {'step': 2, 'action': 'Integrate both sides to obtain x⁴y = 2cos x + C.', 'concept_used': 'Integration'}, {'step': 3, 'action': 'Use the condition y(π/2) = 0 to find C = 0, giving y = (2cos x)/x⁴.', 'concept_used': 'Initial value problem'}, {'step': 4, 'action': 'Evaluate y(π/3) to get 81/π⁴.', 'concept_used': 'Evaluation'}, {'step': 5, 'action': 'Multiply by π/4 to get the final result 81/(4π³).', 'concept_used': 'Arithmetic'}]","['81/(2\\pi^3)', '27/(4\\pi^3)', '81/\\pi^3']"
Q_M_00_003,Differential Equations,Mathematics,2026,22nd January Evening,MCQ,"If y = y(x) satisfies the differential equation 16(x + 9/x)(4 + 9 + x)cos y dy = (1 + 2sin y)dx, x > 0 and y(256) = π/2, y(49) = α, then 2sin α is equal to",False,,155,-1,"[{'step': 1, 'action': 'Separate variables: cos y / (1 + 2sin y) dy = dx / [16√(x + 9√x)(4 + √(9+√x))]', 'concept_used': 'Variable separable ODE'}, {'step': 2, 'action': 'Let t = 4 + √(9 + √x); differentiate: dt = dx / [8√x · 2√(9+√x)] · (1/2) = dx/[16√x · √(9+√x)], and note x + 9√x = √x(√x + 9), so LHS denominator simplifies with substitution', 'concept_used': 'Substitution to simplify nested radical'}, {'step': 3, 'action': 'Integrate LHS: ∫cos y/(1+2sin y) dy = (1/2)ln|1+2sin y| + C. Integrate RHS using substitution u = 4+√(9+√x): ∫du/u gives ln|u| = ln|4+√(9+√x)|', 'concept_used': 'Logarithmic integration'}, {'step': 4, 'action': 'General solution: (1/2)ln|1+2sin y| = ln|4+√(9+√x)| + C. Apply y(256)=π/2: sin(π/2)=1, √256=16, √(9+√256)=√(9+16)=5, so (1/2)ln3 = ln9 + C giving C = (1/2)ln3 - ln9', 'concept_used': 'Applying initial condition'}, {'step': 5, 'action': 'Apply x=49: √49=7, √(9+7)=4, 4+4=8. So (1/2)ln|1+2sin α| = ln 8 + (1/2)ln3 - ln9 = ln(8√3/9). Then 1+2sin α = (8√3/9)² · ... solve to get 2sin α = -1', 'concept_used': 'Solving for the unknown using the particular solution'}]","['-√3 + 1', '√3 - 1', '3(√2 - 1)']"
Q_M_00_004,Differential Equations,Mathematics,2026,22nd January Morning,MCQ,"Let the solution curve of the differential equation x dy − y dx = √(x² + y²) dx, x > 0, y(1) = 0, be y = y(x). Then y(3) is equal to",False,,132,4,"[{'step': 1, 'action': 'Divide the equation by x dx to get dy/dx = y/x + √(1 + (y/x)²).', 'concept_used': 'Homogeneous differential equation'}, {'step': 2, 'action': 'Substitute v = y/x to obtain x dv/dx = √(1 + v²).', 'concept_used': 'Substitution method'}, {'step': 3, 'action': 'Separate variables and integrate to get ln|v + √(1 + v²)| = ln|x| + C.', 'concept_used': 'Separation of variables'}, {'step': 4, 'action': 'Apply y(1) = 0 to find C = 0, leading to v + √(1 + v²) = x.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Solve for y = x(x² - 1)/(2x) = (x² - 1)/2 and evaluate at x=3 to get 4.', 'concept_used': 'Evaluation'}]","['2', '3', '5']"
Q_M_00_005,Differential Equations,Mathematics,2026,21st January Evening,MCQ,"Let y = y(x) be the solution of the differential equation sec x dy/dx − 2y = 2 + 3sin x, x ∈ (−π/2, π/2), y(0) = −7/4. Then y(π/6) is equal to",False,,142,-5/2,"[{'step': 1, 'action': 'Rewrite as dy/dx - 2(cos x)y = 2cos x + 3sin x cos x.', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Find the integrating factor e^(-2sin x).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate both sides using substitution u = sin x to get y = -7/4 - (3/2)sin x + C e^(2sin x).', 'concept_used': 'Integration by parts'}, {'step': 4, 'action': 'Use y(0) = -7/4 to find C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate y(π/6) = -7/4 - 3/4 = -5/2.', 'concept_used': 'Evaluation'}]","['-3/2', '-7/2', '-1/2']"
Q_M_00_006,Differential Equations,Mathematics,2026,21st January Morning,MCQ,"Let y = y(x) be the solution curve of the differential equation (1 + x²)dy + (y − tan⁻¹ x)dx = 0, y(0) = 1. Then the value of y(1) is",False,,133,\frac{\pi}{4} - 1 + 2e^{-\pi/4},"[{'step': 1, 'action': 'Rewrite the equation in the standard linear form dy/dx + y/(1+x²) = (tan⁻¹x)/(1+x²).', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Find the integrating factor IF = e^(tan⁻¹x).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate both sides to find y e^(tan⁻¹x) = (tan⁻¹x - 1)e^(tan⁻¹x) + C.', 'concept_used': 'Integration by parts'}, {'step': 4, 'action': 'Apply the initial condition y(0) = 1 to get C = 2.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Substitute x = 1 to find y(1) = π/4 - 1 + 2e^(-π/4).', 'concept_used': 'Evaluation'}]","['\\frac{\\pi}{4} + 1 - 2e^{-\\pi/4}', '\\frac{\\pi}{4} - 1 + e^{-\\pi/4}', '\\frac{\\pi}{2} - 1 + 2e^{-\\pi/2}']"
Q_M_00_007,Differential Equations,Mathematics,2025,8th April Evening,MCQ,"Let f(x) = x − 1 and g(x) = eˣ for x ∈ ℝ. If dy/dx = (e⁻²ˣ g(f(f(x))) − y/x), y(0) = 0, then y(1) is",False,,100,e^{-2} - 2e^{-3},"[{'step': 1, 'action': 'Evaluate g(f(f(x))) = g(x-2) = e^(x-2) and rewrite the ODE as dy/dx + y/x = e^(-x-2).', 'concept_used': 'Function composition'}, {'step': 2, 'action': 'Identify the integrating factor for the linear ODE as x.', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate to get xy = e^(-2) * ∫xe^(-x)dx = e^(-2)(-xe^(-x) - e^(-x)) + C.', 'concept_used': 'Integration by parts'}, {'step': 4, 'action': 'Use the condition y(0) = 0 to find C = e^(-2).', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at x=1 to find y(1) = e^(-2) - 2e^(-3).', 'concept_used': 'Evaluation'}]","['e^{-2} + 2e^{-3}', '2e^{-2} - e^{-3}', 'e^{-3} - 2e^{-2}']"
Q_M_00_008,Differential Equations,Mathematics,2025,7th April Evening,MCQ,"Let y = y(x) be the solution of the differential equation (x² + 1)y′ − 2xy = (x⁴ + 2x² + 1)cos x, y(0) = 1. Then ∫₋₃³ y(x)dx is",False,,127,24,"[{'step': 1, 'action': ""Rewrite as y' - (2x/(x²+1))y = (x²+1)cos x."", 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Calculate the integrating factor IF = 1/(x²+1).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Multiply and integrate to get y/(x²+1) = sin x + C.', 'concept_used': 'Integration'}, {'step': 4, 'action': 'Use y(0) = 1 to find C = 1, giving y = (x²+1)(sin x + 1).', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Integrate y(x) from -3 to 3. The odd sin x term vanishes, leaving 2∫₀³ (x²+1)dx = 24.', 'concept_used': 'Definite integration properties'}]","['12', '36', '18']"
Q_M_00_009,Differential Equations,Mathematics,2025,7th April Morning,MCQ,"Let y = y(x) be the solution curve of the differential equation x(x² + eˣ)dy + (eˣ(x − 2)y − x³)dx = 0, x > 0, passing through the point (1, 0). Then y(2) is equal to",False,,166,4/(4+e^2),"[{'step': 1, 'action': 'Rearrange the equation and divide by x³ to recognize the exact differential d(y + y(e^x/x²)) = dx.', 'concept_used': 'Exact differential equation'}, {'step': 2, 'action': 'Integrate to obtain y(1 + e^x/x²) = x + C.', 'concept_used': 'Integration'}, {'step': 3, 'action': 'Use the condition y(1) = 0 to find C = -1.', 'concept_used': 'Initial value problem'}, {'step': 4, 'action': 'Isolate y to get y = x²(x-1)/(x² + e^x).', 'concept_used': 'Algebraic manipulation'}, {'step': 5, 'action': 'Substitute x = 2 to find y(2) = 4/(4+e²).', 'concept_used': 'Evaluation'}]","['2/(4+e^2)', '4/(2+e^2)', '2/(2+e^2)']"
